Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,4.081630987089393e-07,-0.983527447872438,success,7.6850000000000005,109.50566603030941,world_91.world,5.724877156669885,0.5
baseline,2,0,0.004184517077607917,-1.1726254552038433,success,7.931999999999999,109.1143570330957,world_91.world,5.724877156669885,0.5
baseline,3,0,0.0327872816445567,-1.055726198386247,success,7.995999999999999,109.40181256112248,world_91.world,5.724877156669885,0.5
baseline,4,0,0.019608227604616623,-1.5510910509769316,success,8.518,108.34929863198995,world_91.world,5.724877156669885,0.5
baseline,5,0,0.0329222086739882,-1.0739224203719229,success,7.913999999999994,109.59110531897767,world_91.world,5.724877156669885,0.5
baseline,6,0,0.008584116487503655,-0.9285489824066158,success,7.884999999999998,110.27047031167388,world_91.world,5.724877156669885,0.5
baseline,7,0,0.008163670137277496,-1.141400176581148,success,8.055,109.34763578064172,world_91.world,5.724877156669885,0.5
baseline,8,0,4.46428372130191e-07,-0.8590010851006351,success,7.531000000000006,110.07143299442723,world_91.world,5.724877156669885,0.5
baseline,9,0,0.017094437139129427,-1.0820013539915625,success,7.849999999999994,108.73115447608441,world_91.world,5.724877156669885,0.5
baseline,10,0,4.255317338162835e-07,-1.1292758577601787,success,7.954999999999998,109.2723323436725,world_91.world,5.724877156669885,0.5
baseline,11,0,0.039841019983657376,-1.0481005909642627,success,8.436000000000007,109.61370968957519,world_91.world,5.724877156669885,0.5
baseline,12,0,0.016807135795321095,-1.209536073320928,success,7.9879999999999995,109.99093990742529,world_91.world,5.724877156669885,0.5
baseline,13,0,4.4843029218372547e-07,-1.106364154043663,success,7.587000000000003,109.4239578542111,world_91.world,5.724877156669885,0.5
baseline,14,0,0.008333746527605615,-1.0881560932944037,success,7.896000000000001,109.49974906186739,world_91.world,5.724877156669885,0.5
baseline,15,0,0.03252071848751281,-1.0469701363442634,success,7.991000000000014,110.22027580577694,world_91.world,5.724877156669885,0.5
baseline,16,0,0.024490194085635065,-1.1899695049357897,success,7.908999999999992,108.56067570761846,world_91.world,5.724877156669885,0.5
baseline,17,0,4.237286340132907e-07,-1.0150145686186258,success,7.933000000000021,109.25268152323909,world_91.world,5.724877156669885,0.5
baseline,18,0,4.405284402958413e-07,-1.0312962942856927,success,7.578000000000003,109.70012146343626,world_91.world,5.724877156669885,0.5
baseline,19,0,0.016393845740227155,-1.3111670994500084,success,8.015000000000015,108.83369233330558,world_91.world,5.724877156669885,0.5
baseline,20,0,0.004167081597049335,-1.0882157313551022,success,7.881,108.58626523073768,world_91.world,5.724877156669885,0.5
