Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,3.246752192612925e-07,-1.0931963900966453,success,10.048000000000002,99.33627967061246,world_242.world,5.46818371368742,0.5
baseline,2,0,3.0769221301778066e-07,-1.0202915044851606,success,10.543000000000003,97.91091170518797,world_242.world,5.46818371368742,0.5
baseline,3,0,3.257327929209144e-07,-1.2581616383229508,success,9.897000000000002,101.07498782210973,world_242.world,5.46818371368742,0.5
baseline,4,0,0.05792711648563522,-1.1246968421667254,success,10.498999999999995,98.33196846234844,world_242.world,5.46818371368742,0.5
baseline,5,0,3.246752192612925e-07,-1.1374306092000033,success,10.006999999999998,100.38691065404817,world_242.world,5.46818371368742,0.5
baseline,6,0,0.015773181144106894,-1.2293177319308093,success,10.479,100.88915786258616,world_242.world,5.46818371368742,0.5
baseline,7,0,3.1847123615565734e-07,-1.001522745399742,success,10.170000000000002,100.12396977123859,world_242.world,5.46818371368742,0.5
baseline,8,0,0.012578926861972685,-1.1659869012265176,success,10.405000000000001,99.34358650798835,world_242.world,5.46818371368742,0.5
baseline,9,0,0.04885084803136551,-1.1381516616715537,success,11.394000000000005,94.49741103320672,world_242.world,5.46818371368742,0.47991782637242564
baseline,10,0,3.225805411030513e-07,-1.2728482886652686,success,9.956999999999994,101.57903004355961,world_242.world,5.46818371368742,0.5
baseline,11,0,0.02265403797603949,-1.1032728040504554,success,10.012999999999991,102.37968834321003,world_242.world,5.46818371368742,0.5
baseline,12,0,0.04587185141533596,-1.2132485346198054,success,10.600000000000009,99.06709600695375,world_242.world,5.46818371368742,0.5
baseline,13,0,0.006431187642704939,-1.1609142325584074,success,10.127999999999986,101.67248015063754,world_242.world,5.46818371368742,0.5
baseline,14,0,3.3898293593798786e-07,-1.066439694138057,success,9.64700000000002,102.25738633079348,world_242.world,5.46818371368742,0.5
baseline,15,0,0.02605894916646607,-1.0826015195207837,success,9.913999999999987,102.28601119250808,world_242.world,5.46818371368742,0.5
baseline,16,0,0.028662729725245313,-1.1763293812790698,success,10.018,100.95632693865213,world_242.world,5.46818371368742,0.5
baseline,17,0,0.0032682995855230117,-1.1199064492383475,success,9.908999999999992,101.1472994067342,world_242.world,5.46818371368742,0.5
baseline,18,0,0.05665749103187223,-7.358216324479192,success,11.507999999999981,95.55624778036245,world_242.world,5.46818371368742,0.4751636873207707
baseline,19,0,0.0064519334026021296,-1.086327590038187,success,10.086999999999989,102.25629640489838,world_242.world,5.46818371368742,0.5
baseline,20,0,3.367002233332582e-07,-1.0404103981473511,success,9.72399999999999,101.63554842767859,world_242.world,5.46818371368742,0.5
