Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,2.7397252767875955e-07,-1.8549925872583957,success,11.229000000000001,97.6342667841999,world_137.world,5.516602393555416,0.49128171640888907
baseline,2,0,2.890172575094632e-07,-2.205945559570498,success,11.163,96.64114662027313,world_137.world,5.516602393555416,0.49418636509499375
baseline,3,0,0.017391589161858213,-1.9182839870358266,success,11.486999999999998,97.07186047277534,world_137.world,5.516602393555416,0.48024744437672295
baseline,4,0,3.012047285527926e-07,-1.7261946581926073,success,10.606000000000002,97.02431320444808,world_137.world,5.516602393555416,0.5
baseline,5,0,2.949851637211907e-07,-1.7732223813648211,success,11.073000000000008,94.44708992796183,world_137.world,5.516602393555416,0.49820305188796277
baseline,6,0,0.013698900356465656,-2.2208323222566118,success,11.569000000000003,95.72635667136763,world_137.world,5.516602393555416,0.476843494991392
baseline,7,0,0.023323899905568542,-2.0996176969000944,success,11.028999999999996,97.40186905833967,world_137.world,5.516602393555416,0.5
baseline,8,0,2.8490020373213575e-07,-1.9375183133562581,success,11.527999999999992,93.25900234517688,world_137.world,5.516602393555416,0.478539416512441
baseline,9,0,0.026525457155051155,-2.4012448370675514,success,11.972999999999999,94.69778458753171,world_137.world,5.516602393555416,0.4607535616433155
baseline,10,0,0.04735402580667805,-1.9535257953912708,success,11.453000000000003,95.4934982355299,world_137.world,5.516602393555416,0.4816731331140674
baseline,11,0,0.011173460566072468,-1.7931952774509523,success,11.481999999999985,93.55001650844511,world_137.world,5.516602393555416,0.4804565749482166
baseline,12,0,0.005555831790046726,-2.0093611500791675,success,11.62899999999999,95.31894720525452,world_137.world,5.516602393555416,0.4743832138236667
baseline,13,0,0.03151890214358105,-2.22377489513858,success,11.420000000000016,96.80590084174256,world_137.world,5.516602393555416,0.48306500819224235
baseline,14,0,0.006042596361753366,-1.8562843808677765,success,10.716000000000008,96.99922982513228,world_137.world,5.516602393555416,0.5
baseline,15,0,0.2739966363007616,-8.60023213229674,success,19.062999999999988,64.63483700712771,world_137.world,5.516602393555416,0.2893879448961559
baseline,16,0,0.027397526740403633,-1.8843862357710937,success,12.012,95.2603985829283,world_137.world,5.516602393555416,0.45925760852109687
baseline,17,0,0.048780745587873826,-1.8998399560914072,success,12.070999999999998,95.85115407345069,world_137.world,5.516602393555416,0.45701287329595036
baseline,18,0,0.028409366929157125,-1.7872000308509248,success,11.509000000000015,95.79995976163525,world_137.world,5.516602393555416,0.47932942858244926
baseline,19,0,0.0056499984039552545,-1.8861303490995724,success,11.446000000000026,95.47634196565305,world_137.world,5.516602393555416,0.4819677086803602
baseline,20,0,0.07124705566232681,-2.9874776630557864,success,12.638999999999982,91.82688039314297,world_137.world,5.516602393555416,0.4364745939991632
