Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,0.01311507766718765,-1.368121192440929,success,9.694,101.93944289112662,world_43.world,5.594050639724193,0.5
baseline,2,0,0.003472568238691584,-1.4690334986497373,success,9.881,101.36224235944911,world_43.world,5.594050639724193,0.5
baseline,3,0,0.01838271382988462,-1.971698864059999,success,9.366999999999997,103.37870289714897,world_43.world,5.594050639724193,0.5
baseline,4,0,0.007380440081018421,-1.4123295680994394,success,9.048000000000002,104.48563912801356,world_43.world,5.594050639724193,0.5
baseline,5,0,3.3898293593798786e-07,-2.454427918817629,success,9.724000000000004,102.4767528944222,world_43.world,5.594050639724193,0.5
baseline,6,0,3.9215670895815336e-07,-1.4456068134988356,success,8.614000000000004,107.0752905456805,world_43.world,5.594050639724193,0.5
baseline,7,0,3.257327929209144e-07,-2.1375538626871213,success,10.579999999999998,98.08173759119578,world_43.world,5.594050639724193,0.5
baseline,8,0,0.026415461730014442,-1.4199250726469959,success,8.935999999999993,106.78767928838764,world_43.world,5.594050639724193,0.5
baseline,9,0,3.9525676076807874e-07,-1.3782278027370176,success,8.619,106.61623703961706,world_43.world,5.594050639724193,0.5
baseline,10,0,0.013513846785862572,-1.6525616108018542,success,10.010000000000005,102.66455916447842,world_43.world,5.594050639724193,0.5
baseline,11,0,3.8610023702693555e-07,-1.6158205394860992,success,8.62299999999999,106.15596713685568,world_43.world,5.594050639724193,0.5
baseline,12,0,3.787877353076761e-07,-1.292255942964188,success,8.847000000000008,105.27014382554978,world_43.world,5.594050639724193,0.5
baseline,13,0,3.9525676076807874e-07,-1.3913063345234953,success,8.682000000000002,105.95989920708479,world_43.world,5.594050639724193,0.5
baseline,14,0,0.015444395581314448,-1.389103027689508,success,8.920000000000016,106.24278189693297,world_43.world,5.594050639724193,0.5
baseline,15,0,0.03614496540362835,-1.3316743111379463,success,8.533999999999992,107.9953916061063,world_43.world,5.594050639724193,0.5
baseline,16,0,0.00751917010557515,-1.5068724592935316,success,9.0,106.12186093402354,world_43.world,5.594050639724193,0.5
baseline,17,0,0.02181853752053181,-1.8690216486692282,success,9.443000000000012,104.170738452126,world_43.world,5.594050639724193,0.5
baseline,18,0,0.01581066568748392,-1.3549173199128308,success,8.389999999999986,105.67021349393403,world_43.world,5.594050639724193,0.5
baseline,19,0,3.9840621577441603e-07,-1.3320093412662282,success,8.408999999999992,105.6725199379216,world_43.world,5.594050639724193,0.5
baseline,20,0,0.015444395581314448,-1.5357711215968153,success,8.883999999999986,104.94370595696844,world_43.world,5.594050639724193,0.5
