rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
115,120,10.547700000000003,0.5,8.174562899198936,16.34912579839787,100.0,20,20,100.0,,,,
116,48,10.538399999999994,0.4584998950449564,8.119779738545947,16.239559477091895,95.0,20,19,95.0,1.0,5.0,,
117,69,10.5379,0.5,8.197684003469703,16.395368006939407,100.0,20,20,100.0,,,,
118,234,10.5271,0.48746023754805934,7.872876492365824,15.745752984731649,100.0,20,20,100.0,,,,
119,123,10.523800000000005,0.5,8.117800088611668,16.235600177223336,100.0,20,20,100.0,,,,
120,215,10.508900000000004,0.47366106487277176,8.054699703988952,16.109399407977904,95.0,20,19,95.0,1.0,5.0,,
121,144,10.498299999999997,0.475,7.968341280137503,15.936682560275006,95.0,20,19,95.0,1.0,5.0,,
122,114,10.459,0.5,8.71381485446769,17.42762970893538,100.0,20,20,100.0,,,,
123,223,10.449499999999999,0.5,7.878330419810316,15.756660839620633,100.0,20,20,100.0,,,,
124,193,10.433699999999996,0.4904288303111254,7.880094174356964,15.760188348713928,100.0,20,20,100.0,,,,
125,229,10.425899999999999,0.5,7.79931965076806,15.59863930153612,100.0,20,20,100.0,,,,
126,105,10.415700000000001,0.5,8.030523429093225,16.06104685818645,100.0,20,20,100.0,,,,
127,119,10.4145,0.5,8.56147055540436,17.12294111080872,100.0,20,20,100.0,,,,
128,127,10.413100000000004,0.5,8.16920705200675,16.3384141040135,100.0,20,20,100.0,,,,
129,242,10.407599999999999,0.475,7.856869118292204,15.713738236584408,95.0,20,19,95.0,1.0,5.0,,
130,121,10.387599999999996,0.5,8.265309887189805,16.53061977437961,100.0,20,20,100.0,,,,
131,187,10.350900000000001,0.5,7.95981603782567,15.91963207565134,100.0,20,20,100.0,,,,
132,4,10.336600000000002,0.4602075299869666,8.464083865192757,16.928167730385514,95.0,20,19,95.0,1.0,5.0,,
133,205,10.335599999999998,0.5,8.010117562447082,16.020235124894164,100.0,20,20,100.0,,,,
134,246,10.3266,0.46061136108060674,7.9228666372242715,15.845733274448543,95.0,20,19,95.0,1.0,5.0,,
135,195,10.295500000000002,0.5,7.981564711866928,15.963129423733855,100.0,20,20,100.0,,,,
136,277,10.288699999999999,0.5,7.886322483789956,15.772644967579913,100.0,20,20,100.0,,,,
137,165,10.258500000000003,0.4956588842767065,7.886322483789956,15.772644967579913,100.0,20,20,100.0,,,,
138,55,10.241899999999998,0.48969875770646987,8.587602202427927,17.175204404855855,100.0,20,20,100.0,,,,
139,173,10.228500000000004,0.5,7.719252833750973,15.438505667501946,100.0,20,20,100.0,,,,
140,269,10.2268,0.5,8.323454518145919,16.646909036291838,100.0,20,20,100.0,,,,
141,45,10.2233,0.5,8.446362136498369,16.892724272996738,100.0,20,20,100.0,,,,
142,286,10.211400000000003,0.49014836362743985,8.971466874714967,17.942933749429933,100.0,20,20,100.0,,,,
143,153,10.200299999999999,0.4975862840622548,8.317481507294847,16.634963014589694,100.0,20,20,100.0,,,,
144,174,10.119900000000001,0.4974700357712078,7.837099076281864,15.674198152563728,100.0,20,20,100.0,,,,
145,211,10.115999999999996,0.49150041174709874,7.738366660332981,15.476733320665963,100.0,20,20,100.0,,,,
146,220,10.098499999999998,0.5,8.088802968411962,16.177605936823923,100.0,20,20,100.0,,,,
147,191,10.081199999999995,0.5,8.554364097640505,17.10872819528101,100.0,20,20,100.0,,,,
148,0,10.038999999999998,0.5,9.290439832359997,18.580879664719994,100.0,20,20,100.0,,,,
149,189,10.035699999999999,0.5,7.886682821281177,15.773365642562354,100.0,20,20,100.0,,,,
150,150,10.033899999999997,0.49016977711901105,7.922264402632334,15.844528805264668,100.0,20,20,100.0,,,,
151,177,10.025400000000003,0.475,9.120841997068766,18.24168399413753,95.0,20,19,95.0,1.0,5.0,,
152,113,10.0094,0.4952255843825375,8.148078924349074,16.296157848698147,100.0,20,20,100.0,,,,
153,131,10.0059,0.4956211018338614,8.919451387218398,17.838902774436797,100.0,20,20,100.0,,,,
154,200,9.997,0.5,7.822531778142699,15.645063556285399,100.0,20,20,100.0,,,,
155,206,9.9822,0.5,8.23628790040181,16.47257580080362,100.0,20,20,100.0,,,,
156,236,9.962000000000002,0.48986366419841865,7.899145701607635,15.79829140321527,100.0,20,20,100.0,,,,
157,142,9.9618,0.48918463112046096,8.033580038790594,16.06716007758119,100.0,20,20,100.0,,,,
158,151,9.961599999999999,0.5,7.933472882522049,15.866945765044099,100.0,20,20,100.0,,,,
159,24,9.959399999999999,0.475,8.655628916376916,17.31125783275383,95.0,20,19,95.0,1.0,5.0,,
160,64,9.942399999999997,0.49156291013396985,7.926993191722548,15.853986383445095,100.0,20,20,100.0,,,,
161,160,9.9386,0.5,8.128999464657992,16.257998929315985,100.0,20,20,100.0,,,,
162,203,9.931499999999996,0.5,8.118267282432631,16.236534564865263,100.0,20,20,100.0,,,,
163,170,9.926800000000002,0.46295805679277346,8.537026976215023,17.074053952430045,95.0,20,19,95.0,,,1.0,5.0
164,196,9.8795,0.5,7.805473314493467,15.610946628986934,100.0,20,20,100.0,,,,
165,201,9.842399999999996,0.5,9.18568495143501,18.37136990287002,100.0,20,20,100.0,,,,
166,106,9.8167,0.5,8.081357010440007,16.162714020880014,100.0,20,20,100.0,,,,
167,38,9.796000000000003,0.5,8.383274261432925,16.76654852286585,100.0,20,20,100.0,,,,
168,102,9.7929,0.4789727583356961,7.750337968365794,15.500675936731588,100.0,20,20,100.0,,,,
169,134,9.787299999999998,0.49680311773443603,7.853483007943853,15.706966015887707,100.0,20,20,100.0,,,,
170,148,9.737000000000002,0.46578949813184317,7.977170246169772,15.954340492339544,95.0,20,19,95.0,1.0,5.0,,
171,178,9.729699999999998,0.5,7.938026656529975,15.87605331305995,100.0,20,20,100.0,,,,
172,115,9.728200000000003,0.4978746946197913,7.991045818477879,15.982091636955758,100.0,20,20,100.0,,,,
173,166,9.681500000000003,0.4961961922485473,7.66157565015988,15.32315130031976,100.0,20,20,100.0,,,,
174,213,9.6681,0.5,7.745765621953181,15.491531243906362,100.0,20,20,100.0,,,,
175,249,9.6608,0.5,8.132012906001638,16.264025812003275,100.0,20,20,100.0,,,,
176,49,9.649,0.4987819993253678,8.305149804404973,16.610299608809946,100.0,20,20,100.0,,,,
177,152,9.643999999999995,0.5,8.161714953996846,16.32342990799369,100.0,20,20,100.0,,,,
178,296,9.598999999999997,0.5,8.15875377930285,16.3175075586057,100.0,20,20,100.0,,,,
179,124,9.584200000000001,0.5,8.866488931110695,17.73297786222139,100.0,20,20,100.0,,,,
180,2,9.576300000000002,0.49981018723339216,8.815555727768901,17.631111455537802,100.0,20,20,100.0,,,,
181,259,9.538599999999999,0.4948901181675911,7.9560472670364435,15.912094534072887,100.0,20,20,100.0,,,,
182,141,9.442400000000003,0.475,8.058142061726759,16.116284123453518,95.0,20,19,95.0,1.0,5.0,,
