rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
264,84,7.3676999999999975,0.5,5.40120671899984,10.80241343799968,100.0,20,20,100.0,,,,
265,77,7.3665999999999965,0.5,5.342915604087347,10.685831208174694,100.0,20,20,100.0,,,,
266,3,7.360850000000001,0.5,5.975470787711768,11.950941575423537,100.0,20,20,100.0,,,,
267,15,7.358750000000002,0.5,5.771709138405059,11.543418276810119,100.0,20,20,100.0,,,,
268,101,7.358600000000001,0.5,5.0518644032349265,10.103728806469853,100.0,20,20,100.0,,,,
269,9,7.3538499999999996,0.5,5.801075078062963,11.602150156125926,100.0,20,20,100.0,,,,
270,108,7.350300000000002,0.5,5.331458557836766,10.662917115673531,100.0,20,20,100.0,,,,
271,7,7.34745,0.5,6.226500391894132,12.453000783788264,100.0,20,20,100.0,,,,
272,68,7.346849999999999,0.5,5.869698443428079,11.739396886856158,100.0,20,20,100.0,,,,
273,25,7.346099999999998,0.5,5.965554225629009,11.931108451258018,100.0,20,20,100.0,,,,
274,67,7.344900000000001,0.5,5.243373161884877,10.486746323769754,100.0,20,20,100.0,,,,
275,274,7.34005,0.5,5.70121012236009,11.40242024472018,100.0,20,20,100.0,,,,
276,145,7.330649999999997,0.5,5.446357976248009,10.892715952496019,100.0,20,20,100.0,,,,
277,41,7.327549999999998,0.5,5.437745122313919,10.875490244627837,100.0,20,20,100.0,,,,
278,159,7.326600000000002,0.5,5.637921555887514,11.275843111775028,100.0,20,20,100.0,,,,
279,156,7.321700000000002,0.5,5.227544021546845,10.45508804309369,100.0,20,20,100.0,,,,
280,75,7.320099999999999,0.5,5.332607589218318,10.665215178436636,100.0,20,20,100.0,,,,
281,40,7.3193,0.5,5.451458221489043,10.902916442978086,100.0,20,20,100.0,,,,
282,93,7.319100000000001,0.5,5.346151133062284,10.692302266124567,100.0,20,20,100.0,,,,
283,87,7.317450000000001,0.5,5.559099912249767,11.118199824499534,100.0,20,20,100.0,,,,
284,233,7.317,0.5,5.747402991479926,11.494805982959852,100.0,20,20,100.0,,,,
285,20,7.3148500000000025,0.5,5.614236157831999,11.228472315663998,100.0,20,20,100.0,,,,
286,88,7.310149999999998,0.5,5.265908592876353,10.531817185752706,100.0,20,20,100.0,,,,
287,79,7.309650000000002,0.5,5.373266580874285,10.74653316174857,100.0,20,20,100.0,,,,
288,65,7.3074499999999984,0.5,6.023111278325072,12.046222556650145,100.0,20,20,100.0,,,,
289,71,7.303349999999997,0.5,5.343377290650889,10.686754581301779,100.0,20,20,100.0,,,,
290,61,7.300599999999998,0.5,5.429129338591526,10.858258677183052,100.0,20,20,100.0,,,,
291,36,7.299800000000002,0.5,5.265728094993749,10.531456189987498,100.0,20,20,100.0,,,,
292,90,7.294149999999999,0.5,5.557882885079009,11.115765770158019,100.0,20,20,100.0,,,,
293,128,7.283750000000002,0.5,5.548835873896184,11.097671747792369,100.0,20,20,100.0,,,,
294,42,7.2721,0.5,5.671936516031993,11.343873032063986,100.0,20,20,100.0,,,,
295,11,7.267950000000001,0.5,5.860830147104963,11.721660294209926,100.0,20,20,100.0,,,,
296,94,7.26065,0.5,5.026613657482018,10.053227314964037,100.0,20,20,100.0,,,,
297,32,7.253800000000001,0.5,5.681755233192064,11.363510466384128,100.0,20,20,100.0,,,,
298,72,7.24295,0.5,5.259961873180116,10.519923746360233,100.0,20,20,100.0,,,,
299,5,7.231400000000001,0.5,5.930016115826032,11.860032231652063,100.0,20,20,100.0,,,,
