Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,1,0.3475239489553476,-29.283071239482076,flip,38.025,-211.25312268627872,world_275.world,7.894336686383633,0.0
baseline,2,0,0.0459520687194598,-5.806867614731514,success,14.804000000000002,101.38252462890425,world_275.world,7.894336686383633,0.5
baseline,3,0,0.26460485311541504,-53.59870857907773,success,58.509,-69.74206155783631,world_275.world,7.894336686383633,0.13492516854473044
baseline,4,0,0.48587576430782325,-29.121417845717943,success,31.325999999999993,33.054078901446466,world_275.world,7.894336686383633,0.2520058956261136
baseline,5,1,0.5106889523304151,-10.716953899785233,flip,14.509999999999991,-126.69224466952596,world_275.world,7.894336686383633,0.0
baseline,6,0,0.4566353754821969,-24.196278152510292,success,32.643,31.318925117445588,world_275.world,7.894336686383633,0.24183857753220087
baseline,7,0,0.004831158253343418,-5.151086885303823,success,13.572000000000003,101.0638208290595,world_275.world,7.894336686383633,0.5
baseline,8,1,0.04400038239984704,-2.0600316420421425,flip,8.028999999999996,-98.84084641099636,world_275.world,7.894336686383633,0.0
baseline,9,0,0.5059761448230932,-7.521575113717132,success,33.61700000000002,24.55639449105115,world_275.world,7.894336686383633,0.23483168296943893
baseline,10,0,0.03433497117275297,-5.341481315569892,success,15.659999999999997,98.74812286415849,world_275.world,7.894336686383633,0.5
baseline,11,0,0.0073352060305119735,-5.283150084873161,success,13.775000000000034,98.66451733923077,world_275.world,7.894336686383633,0.5
baseline,12,0,0.15047891238318573,-14.628499898240191,success,24.742999999999995,57.45787296188832,world_275.world,7.894336686383633,0.3190533357468227
baseline,13,1,0.44902925994435444,-15.576341883643071,flip,14.632000000000005,-126.04511270495527,world_275.world,7.894336686383633,0.0
baseline,14,0,0.3025788365284334,-69.3707785041604,success,59.762,-71.79499663472525,world_275.world,7.894336686383633,0.1320962599374792
baseline,15,1,0.3068183131025922,-11.917755721376443,flip,18.20399999999995,-138.7543318044269,world_275.world,7.894336686383633,0.0
baseline,16,0,0.03792793358668515,-11.276656901669766,success,35.884000000000015,21.512067358309114,world_275.world,7.894336686383633,0.2199960061972921
baseline,17,0,0.02614391815112181,-8.724872262544523,success,25.41300000000001,59.421853219062,world_275.world,7.894336686383633,0.3106416671146118
baseline,18,1,0.31600845821029977,-16.47722701546116,flip,16.762999999999977,-130.499218167365,world_275.world,7.894336686383633,0.0
baseline,19,1,0.04090952685930597,-0.690088787150613,flip,7.11099999999999,-96.88437447185923,world_275.world,7.894336686383633,0.0
baseline,20,1,0.30540901679360044,-55.72188827586215,flip,51.05600000000004,-269.8150378255734,world_275.world,7.894336686383633,0.0
