Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,3.3112571817029206e-07,-0.6258987355416309,success,9.620000000000001,116.12699054932344,world_218.world,8.08283392110874,0.5
baseline,2,0,0.0035464526431018997,-0.6867022620127271,success,9.378999999999998,120.85292578286358,world_218.world,8.08283392110874,0.5
baseline,3,0,3.584228106011432e-07,-0.6219571291991485,success,9.387,113.2583210596222,world_218.world,8.08283392110874,0.5
baseline,4,0,0.0035974807203306763,-0.6377516791342763,success,9.457999999999998,122.44725946773562,world_218.world,8.08283392110874,0.5
baseline,5,0,3.54609803329857e-07,-0.6013275864909184,success,9.414000000000001,116.01224489879402,world_218.world,8.08283392110874,0.5
baseline,6,0,3.584228106011432e-07,-0.6589694882757913,success,9.484000000000009,121.99023288104438,world_218.world,8.08283392110874,0.5
baseline,7,0,3.508770698676948e-07,-0.5871062699502382,success,9.626000000000005,117.13727777018953,world_218.world,8.08283392110874,0.5
baseline,8,0,0.003802660151079791,-0.6518618706867674,success,8.966000000000008,114.6578479439199,world_218.world,8.08283392110874,0.5
baseline,9,0,3.584228106011432e-07,-0.6977004066630637,success,9.450999999999993,120.61977041259873,world_218.world,8.08283392110874,0.5
baseline,10,0,3.584228106011432e-07,-0.7497718534798298,success,9.418000000000006,121.72942906850027,world_218.world,8.08283392110874,0.5
baseline,11,0,3.367002233332582e-07,-0.8078212067810839,success,10.043000000000006,115.97628538597148,world_218.world,8.08283392110874,0.5
baseline,12,0,3.6630023212445713e-07,-0.6086118558510533,success,9.442999999999998,122.60321776831945,world_218.world,8.08283392110874,0.5
baseline,13,0,3.344480486795824e-07,-0.5077577737410688,success,10.052999999999983,119.25677363469374,world_218.world,8.08283392110874,0.5
baseline,14,0,3.690035538732274e-07,-0.6537399388548641,success,9.021999999999991,116.42558757170228,world_218.world,8.08283392110874,0.5
baseline,15,0,3.623187093048155e-07,-0.6740640360406426,success,9.419999999999987,123.08158575130004,world_218.world,8.08283392110874,0.5
baseline,16,0,3.6630023212445713e-07,-0.6315500411687324,success,9.433999999999997,121.13222772032589,world_218.world,8.08283392110874,0.5
baseline,17,0,3.6101069999613724e-07,-0.6899449163754884,success,9.49199999999999,120.19860687875516,world_218.world,8.08283392110874,0.5
baseline,18,0,3.5714272959188236e-07,-0.6797472725044119,success,9.449000000000012,122.39302435870214,world_218.world,8.08283392110874,0.5
baseline,19,0,3.6101069999613724e-07,-0.6810248641318322,success,9.469999999999999,115.36133385542348,world_218.world,8.08283392110874,0.5
baseline,20,0,3.690035538732274e-07,-0.6193467855406297,success,8.986999999999995,114.5531232117795,world_218.world,8.08283392110874,0.5
