Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,2.8818435499009945e-07,-1.1116503716069932,success,10.624,119.94480740241141,world_195.world,7.981564711866929,0.5
baseline,2,0,3.54609803329857e-07,-0.8011789313268062,success,9.461000000000002,117.21540644128964,world_195.world,7.981564711866929,0.5
baseline,3,0,3.3557035719115533e-07,-0.764369903710628,success,10.038999999999998,112.59219180725162,world_195.world,7.981564711866929,0.5
baseline,4,0,3.322258032472415e-07,-0.7170006121533835,success,10.311,116.30813537275333,world_195.world,7.981564711866929,0.5
baseline,5,0,2.9069758991349133e-07,-1.1119682812202987,success,11.524000000000001,106.84872908584083,world_195.world,7.981564711866929,0.5
baseline,6,0,3.3003289437858277e-07,-0.7924431706154043,success,9.967999999999996,117.39645841668677,world_195.world,7.981564711866929,0.5
baseline,7,0,3.1645559605835573e-07,-0.9499667537945803,success,10.355999999999995,113.47615458707827,world_195.world,7.981564711866929,0.5
baseline,8,0,3.1645559605835573e-07,-1.2455112411284517,success,10.437000000000012,108.4848474930288,world_195.world,7.981564711866929,0.5
baseline,9,0,3.344480486795824e-07,-0.894992388786124,success,9.915999999999997,114.66824684981127,world_195.world,7.981564711866929,0.5
baseline,10,0,3.225805411030513e-07,-0.8888993065541699,success,10.423999999999992,116.04355857723834,world_195.world,7.981564711866929,0.5
baseline,11,0,0.007168814634833465,-0.8397330682857931,success,9.376999999999995,113.50810184493693,world_195.world,7.981564711866929,0.5
baseline,12,0,0.030303324150507835,-1.2392554802098428,success,10.931000000000012,112.09422607679907,world_195.world,7.981564711866929,0.5
baseline,13,0,3.508770698676948e-07,-0.8184333515981235,success,9.46799999999999,117.86081978989112,world_195.world,7.981564711866929,0.5
baseline,14,0,3.225805411030513e-07,-1.1228561821450713,success,10.47999999999999,118.31503853178313,world_195.world,7.981564711866929,0.5
baseline,15,0,0.006431187642704939,-0.7648789169304558,success,10.390000000000015,115.10733123443731,world_195.world,7.981564711866929,0.5
baseline,16,0,3.289472602147171e-07,-1.0547678180055815,success,10.411000000000001,116.0375916112388,world_195.world,7.981564711866929,0.5
baseline,17,0,3.289472602147171e-07,-0.8470431950446503,success,10.411000000000001,113.51703044496367,world_195.world,7.981564711866929,0.5
baseline,18,0,0.0036104680106613684,-0.8971333697825836,success,9.409999999999997,116.51264227323509,world_195.world,7.981564711866929,0.5
baseline,19,0,3.095974273692176e-07,-1.1537730105212078,success,11.038000000000011,115.28142145952695,world_195.world,7.981564711866929,0.5
baseline,20,0,3.278687449610673e-07,-1.0432714288298246,success,10.37899999999999,111.61968966308643,world_195.world,7.981564711866929,0.5
