Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,2.8653286918828964e-07,-1.3385634207586747,success,11.114,111.24585452741897,world_210.world,7.772452250013346,0.5
baseline,2,0,3.012047285527926e-07,-0.9806806593268268,success,10.905000000000001,116.42600468361024,world_210.world,7.772452250013346,0.5
baseline,3,0,2.949851637211907e-07,-1.0094306135403261,success,10.917000000000002,107.58254539839112,world_210.world,7.772452250013346,0.5
baseline,4,0,2.890172575094632e-07,-0.8727117106351607,success,11.081999999999994,114.28958859384046,world_210.world,7.772452250013346,0.5
baseline,5,0,0.027950612437698003,-0.927576982781552,success,10.490000000000002,113.37858665024623,world_210.world,7.772452250013346,0.5
baseline,6,0,3.257327929209144e-07,-0.7904640475453492,success,10.054000000000002,114.59027910300684,world_210.world,7.772452250013346,0.5
baseline,7,0,2.9154510450580044e-07,-1.081459673332109,success,11.363,112.01643891117803,world_210.world,7.772452250013346,0.5
baseline,8,0,3.4246563614190546e-07,-0.9948380746638121,success,9.88199999999999,118.48270421219513,world_210.world,7.772452250013346,0.5
baseline,9,0,3.0395127539474915e-07,-0.8756000424324688,success,10.492000000000004,111.9952857464194,world_210.world,7.772452250013346,0.5
baseline,10,0,3.134795255550077e-07,-1.0727706818751501,success,10.454999999999998,114.00163142948736,world_210.world,7.772452250013346,0.5
baseline,11,0,0.05607506041275377,-1.0681791980383537,success,10.475999999999999,109.12593930693251,world_210.world,7.772452250013346,0.5
baseline,12,0,3.278687449610673e-07,-0.8627371231337865,success,9.998999999999995,113.86829045556921,world_210.world,7.772452250013346,0.5
baseline,13,0,3.115263827020615e-07,-0.8971970975932629,success,10.480999999999995,111.74344966851405,world_210.world,7.772452250013346,0.5
baseline,14,0,3.448274673008734e-07,-0.8860608585722803,success,9.540999999999997,114.41937866702011,world_210.world,7.772452250013346,0.5
baseline,15,0,3.2051271778438534e-07,-1.3211538831022895,success,10.48399999999998,117.22636946516424,world_210.world,7.772452250013346,0.5
baseline,16,0,3.174602166792963e-07,-0.8133595914688614,success,10.375,110.67692285521176,world_210.world,7.772452250013346,0.5
baseline,17,0,0.0063495217938026064,-0.8315113334475234,success,10.510999999999996,115.6139123399049,world_210.world,7.772452250013346,0.5
baseline,18,0,2.967358169923392e-07,-1.1887213052577605,success,11.461000000000013,113.93871430184532,world_210.world,7.772452250013346,0.5
baseline,19,0,3.225805411030513e-07,-0.878123058918605,success,10.509999999999991,110.5270792151533,world_210.world,7.772452250013346,0.5
baseline,20,0,3.134795255550077e-07,-0.8902891145600076,success,10.539000000000016,113.42468913740696,world_210.world,7.772452250013346,0.5
