Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,0.11697267959342213,-8.269113546421314,success,13.686,101.31481274809795,world_175.world,8.176898375573707,0.5
baseline,2,0,3.0030021012005705e-07,-2.072399832411583,success,10.877000000000002,113.61502979336863,world_175.world,8.176898375573707,0.5
baseline,3,0,3.3112571817029206e-07,-1.9003466130960323,success,10.039000000000001,110.44819006132808,world_175.world,8.176898375573707,0.5
baseline,4,0,3.1645559605835573e-07,-2.2151466921659546,success,10.521999999999998,108.59334479990207,world_175.world,8.176898375573707,0.5
baseline,5,0,2.949851637211907e-07,-1.6498476502164177,success,11.086999999999996,113.82432614400236,world_175.world,8.176898375573707,0.5
baseline,6,0,3.115263827020615e-07,-2.139067921686717,success,10.430999999999997,108.87253845294431,world_175.world,8.176898375573707,0.5
baseline,7,0,3.1446530991656923e-07,-2.036895293987367,success,10.509,108.98624437321146,world_175.world,8.176898375573707,0.5
baseline,8,0,2.9940110796374015e-07,-2.298738917159159,success,11.040000000000006,117.35957142812799,world_175.world,8.176898375573707,0.5
baseline,9,0,0.003125311523340149,-2.0933756838188007,success,10.628,112.30170681689103,world_175.world,8.176898375573707,0.5
baseline,10,0,3.2051271778438534e-07,-1.8732111257767168,success,10.459000000000003,117.103470495665,world_175.world,8.176898375573707,0.5
baseline,11,0,2.717390565926477e-07,-3.236571337639774,success,12.071000000000012,108.84247252200198,world_175.world,8.176898375573707,0.5
baseline,12,0,0.00606090725427053,-2.135407837454205,success,10.978999999999985,114.89471087225274,world_175.world,8.176898375573707,0.5
baseline,13,0,3.105589097643138e-07,-2.1640899767705015,success,10.445999999999998,109.55888599203361,world_175.world,8.176898375573707,0.5
baseline,14,0,3.0674837216307606e-07,-2.1182494758154014,success,10.675000000000011,114.31262330372853,world_175.world,8.176898375573707,0.5
baseline,15,0,3.012047285527926e-07,-1.729411182266205,success,10.971000000000004,112.39309802169316,world_175.world,8.176898375573707,0.5
baseline,16,0,3.1249990234378054e-07,-1.7951850076136022,success,10.435000000000002,112.8393923013702,world_175.world,8.176898375573707,0.5
baseline,17,0,0.003039816705222886,-2.0022939108395312,success,10.985000000000014,116.2173427227235,world_175.world,8.176898375573707,0.5
baseline,18,0,2.9154510450580044e-07,-2.140493156723853,success,11.12100000000001,112.84549742741524,world_175.world,8.176898375573707,0.5
baseline,19,0,3.095974273692176e-07,-1.7954762286593309,success,10.472000000000008,114.20879368807846,world_175.world,8.176898375573707,0.5
baseline,20,0,0.009202757913264446,-1.9612470988190642,success,10.974999999999994,112.4218411903198,world_175.world,8.176898375573707,0.5
