Method,Episode,Collision,Recovery,Smoothness,Status,Time,Reward,World,optimal_time,nav_metric
baseline,1,0,3.8610023702693555e-07,-0.4576549411101212,success,7.717999999999998,125.49434042189962,world_108.world,7.820315092273791,0.5
baseline,2,0,4.3478241965981756e-07,-0.4053860177097789,success,7.927999999999997,127.22210213913252,world_108.world,7.820315092273791,0.5
baseline,3,0,4.3859629886127246e-07,-0.3318483467619024,success,7.867000000000001,127.48006258852797,world_108.world,7.820315092273791,0.5
baseline,4,0,0.004292272835934405,-0.4605887277341056,success,7.933,127.79445385184134,world_108.world,7.820315092273791,0.5
baseline,5,0,0.004425219280876424,-0.4047955441416359,success,7.945999999999998,127.82196390096286,world_108.world,7.820315092273791,0.5
baseline,6,0,4.329002454977292e-07,-0.5563476457751514,success,7.937999999999995,127.85070490940694,world_108.world,7.820315092273791,0.5
baseline,7,0,0.004386401584911585,-0.4082056110392044,success,7.881000000000007,127.48930456496792,world_108.world,7.820315092273791,0.5
baseline,8,0,4.2735024472211767e-07,-0.4581843356891502,success,7.908000000000001,127.76047536051328,world_108.world,7.820315092273791,0.5
baseline,9,0,4.4444424691366805e-07,-0.388036642449588,success,7.818000000000012,127.47824678932307,world_108.world,7.820315092273791,0.5
baseline,10,0,4.366810320170166e-07,-0.4857993099075164,success,7.893999999999991,126.90036830354283,world_108.world,7.820315092273791,0.5
baseline,11,0,4.3859629886127246e-07,-0.4713793365843251,success,7.927999999999997,127.3683596877652,world_108.world,7.820315092273791,0.5
baseline,12,0,4.424776803196105e-07,-0.38856124331858305,success,7.845999999999989,127.4589002620778,world_108.world,7.820315092273791,0.5
baseline,13,0,4.3859629886127246e-07,-0.4186167832560302,success,7.858999999999995,127.94197589063806,world_108.world,7.820315092273791,0.5
baseline,14,0,4.46428372130191e-07,-0.43517846278147077,success,7.873999999999995,128.28121854229155,world_108.world,7.820315092273791,0.5
baseline,15,0,0.004405724931398709,-0.4403080321121524,success,7.902999999999992,127.38431451183023,world_108.world,7.820315092273791,0.5
baseline,16,0,4.405284402958413e-07,-0.5070507382465422,success,7.899999999999977,128.73392502933342,world_108.world,7.820315092273791,0.5
baseline,17,0,4.3859629886127246e-07,-0.4063884116440164,success,7.861999999999995,126.59196808317301,world_108.world,7.820315092273791,0.5
baseline,18,0,4.4444424691366805e-07,-0.39730512681341634,success,7.8349999999999795,126.40176936190629,world_108.world,7.820315092273791,0.5
baseline,19,0,4.329002454977292e-07,-0.45918134208357037,success,7.836999999999989,127.77166356068331,world_108.world,7.820315092273791,0.5
baseline,20,0,0.004255742869896651,-0.4899498695729377,success,7.948999999999984,128.40598607589072,world_108.world,7.820315092273791,0.5
